budget,revenue,actor,director,runtime,genre,variance,profit
20000000,1969193,Michael Shannon,Ariel Vromen,105,Thriller,0.09845965,-18030807
20000000,65464324,George Clooney,Anton Corbijn,104,Crime,3.2732162,45464324
20000000,27187375,Jake T. Austin,Anthony Silverston,85,Animation,1.35936875,7187375
20000000,39300000,Hayden Panettiere,Anthony Bell,88,Family,1.965,19300000
20000000,33889159,Amanda Bynes,Andy Fickman,105,Comedy,1.69445795,13889159
20000000,32005248,Kristen Bell,Andy Fickman,105,Comedy,1.6002624,12005248
20000000,50012507,Keanu Reeves,Alfonso Aráu,103,Drama,2.50062535,30012507
20000000,177243185,George Clooney,Alexander Payne,115,Comedy,8.86215925,157243185
20000000,6420319,Jakob Salvati,Alejandro Monteverde,106,Comedy,0.32101595,-13579681
20000000,60427839,Sean Penn,Alejandro González Iñárritu,124,Drama,3.02139195,40427839
20000000,132675402,Steve Martin,Adam Shankman,105,Comedy,6.6337701,112675402
20000000,48548426,Alyson Hannigan,Aaron Seltzer,83,Comedy,2.4274213,28548426
20500000,10089373,Ray Stevenson,Lexi Alexander,102,Action,0.4921645366,-10410627
20500000,87987055,Dennis Quaid,Joe Alves,99,Horror,4.292051463,67487055
20500000,6063556,Robert Pattinson,David Cronenberg,109,Drama,0.2957832195,-14436444
21000000,71441250,Gene Hackman,Wes Anderson,110,Comedy,3.401964286,50441250
21000000,177200000,Dustin Hoffman,Sydney Pollack,116,Comedy,8.438095238,156200000
21000000,41170784,Hilary Swank,Richard LaGravenese,123,Crime,1.960513524,20170784
21000000,227799884,Tom Hanks,Nora Ephron,105,Comedy,10.84761352,206799884
21000000,49050886,Zoe Saldana,Neil LaBute,92,Comedy,2.335756476,28050886
21000000,43928932,Jason Statham,Louis Leterrier,92,Action,2.091853905,22928932
21000000,17762705,Emily Bergl,Katt Shea,104,Horror,0.8458430952,-3237295
21000000,17600000,Kevin Costner,Joshua Michael Stern,120,Drama,0.8380952381,-3400000
21000000,28008462,Pierce Brosnan,John Boorman,109,Drama,1.333736286,7008462
21000000,970816,Jodie Foster,Jodie Foster,91,Drama,0.04622933333,-20029184
21000000,54926886,Joaquin Phoenix,James Gray,117,Drama,2.615566,33926886
21000000,23450000,Whoopi Goldberg,Herbert Ross,115,Comedy,1.116666667,2450000
21000000,205738714,Bradley Cooper,David O. Russell,122,Drama,9.797081619,184738714
21000000,72417394,Zachary Gordon,David Bowers,99,Family,3.448447333,51417394
21000000,480314,Jaime Pressly,Corey Yuen Kwai,87,Adventure,0.02287209524,-20519686
21000000,10011050,Jake Gyllenhaal,Brad Silberling,117,Romance,0.4767166667,-10988950
21150000,39438674,Paul Hogan,Simon Wincer,92,Adventure,1.864712719,18288674
22000000,11511031,Tom Berenger,Wolfgang Petersen,98,Mystery,0.5232286818,-10488969
22000000,12000000,Roy Scheider,William Friedkin,121,Action,0.5454545455,-10000000
22000000,13555988,Richard E. Grant,Uli Edel,95,Horror,0.6161812727,-8444012
22000000,64892670,John Travolta,Sylvester Stallone,93,Drama,2.949666818,42892670
22000000,321265768,Liam Neeson,Steven Spielberg,195,Drama,14.60298945,299265768
22000000,35424826,Matt Damon,Steven Soderbergh,108,Comedy,1.610219364,13424826
22000000,15400000,Christian Bale,Scott Cooper,116,Thriller,0.7,-6600000
22000000,17287898,Robert De Niro,Robert De Niro,121,Drama,0.7858135455,-4712102
22000000,77737889,Ben Kingsley,Richard Attenborough,191,Drama,3.533540409,55737889
22000000,50750000,Dirk Bogarde,Richard Attenborough,175,Drama,2.306818182,28750000
22000000,39071603,Meryl Streep,Mike Nichols,101,Comedy,1.775981955,17071603
22000000,22400154,Rob Schneider,Mike Bigelow,83,Comedy,1.018188818,400154
22000000,57479076,Clive Owen,Mikael Håfström,108,Drama,2.612685273,35479076
22000000,84772742,Rob Schneider,Luke Greenfield,84,Action,3.853306455,62772742
22000000,13405595,Jack Black,Liam Lynch,93,Comedy,0.6093452273,-8594405
22000000,95708457,Kate Beckinsale,Len Wiseman,121,Fantasy,4.350384409,73708457
22000000,88880821,Helen Mirren,Lasse Hallström,122,Drama,4.040037318,66880821
22000000,33788161,Kevin Smith,Kevin Smith,104,Comedy,1.5358255,11788161
22000000,424208848,Kevin Costner,Kevin Costner,181,Adventure,19.28222036,402208848
22000000,68296293,Kevin Costner,Kevin Costner,139,Western,3.104376955,46296293
22000000,189833357,Tim Allen,John Pasquin,97,Fantasy,8.628788955,167833357
22000000,413454,Paul Walker,John Herzfeld,97,Drama,0.01879336364,-21586546
22000000,9479718,Frances Conroy,John Curran,105,Drama,0.4308962727,-12520282
22000000,28744356,Jeff Bridges,John Carpenter,115,Action,1.306561636,6744356
22000000,42313354,Roy Scheider,John Badham,109,Science Fiction,1.923334273,20313354
22000000,40270895,Sean Penn,Jessie Nelson,132,Drama,1.830495227,18270895
22000000,505000000,Patrick Swayze,Jerry Zucker,127,Fantasy,22.95454545,483000000
22000000,23530831,Don Cheadle,Jeffrey Nachmanoff,114,Drama,1.069583227,1530831
22000000,1106279658,Sandra Bullock,Irwin Winkler,114,Crime,50.285439,1084279658
22000000,43058898,Jason Statham,Gary Fleder,100,Action,1.957222636,21058898
22000000,10696210,Robert John Burke,Fred Dekker,104,Action,0.4861913636,-11303790
22000000,24188922,Naomi Watts,Doug Liman,108,Drama,1.099496455,2188922
22000000,19351569,Jason Biggs,Dennis Dugan,90,Comedy,0.8796167727,-2648431
22000000,77112176,Devon Bostick,David Bowers,94,Comedy,3.505098909,55112176
22000000,67642693,Clint Eastwood,Clint Eastwood,117,Action,3.074667864,45642693
22000000,67800064,Roma Downey,Christopher Spencer,138,Drama,3.081821091,45800064
22000000,851517,Julianne Moore,Björn Stein,112,Horror,0.03870531818,-21148483
22000000,26570463,Tom Everett Scott,Anthony Waller,105,Horror,1.207748318,4570463
22000000,147880543,Dwayne Johnson,Andy Fickman,110,Comedy,6.721842864,125880543
22500000,15520023,Russell Crowe,Russell Crowe,112,War,0.6897788,-6979977
22500000,18671317,Michael J. Fox,Brian De Palma,113,Drama,0.8298363111,-3828683
22700000,38119483,Mel Brooks,Mel Brooks,96,Comedy,1.679272379,15419483
23000000,18653615,Susan Sarandon,Wayne Wang,114,Drama,0.8110267391,-4346385
23000000,76488889,Billy Bob Thornton,Terry Zwigoff,91,Drama,3.32560387,53488889
23000000,33372606,Gina Carano,Steven Soderbergh,93,Thriller,1.45098287,10372606
23000000,15600000,Michael Douglas,Steven Soderbergh,118,Drama,0.6782608696,-7400000
23000000,38505009,Justin Long,Steve Pink,93,Comedy,1.674130826,15505009
23000000,9366227,Michelle Pfeiffer,Stephen Frears,86,Drama,0.4072272609,-13633773
23000000,47351251,Joaquin Phoenix,Spike Jonze,126,Romance,2.058750043,24351251
23000000,7434726,Mickey Rourke,Simon Wincer,98,Action,0.3232489565,-15565274
23000000,29541790,Tommy Lee Jones,Paul Haggis,124,History,1.284425652,6541790
23000000,10827816,Ralph Fiennes,Neil Jordan,102,Drama,0.4707746087,-12172184
23000000,16123851,Reese Witherspoon,Mira Nair,141,Drama,0.701037,-6876149
23000000,20246790,Christian Slater,Michael Karbelnikoff,104,Drama,0.8802952174,-2753210
23000000,51881013,Lorraine Gary,Joseph Sargent,89,Adventure,2.255696217,28881013
23000000,57138719,Kurt Russell,Jonathan Kaplan,117,Crime,2.48429213,34138719
23000000,150816700,Briana Evigan,Jon M. Chu,98,Music,6.557247826,127816700
23000000,36642838,Steve Zahn,John Dahl,97,Mystery,1.59316687,13642838
23000000,79799880,Kevin Hart,Jeremy Garelick,101,Comedy,3.46956,56799880
23000000,53302314,Devon Sawa,James Wong,98,Horror,2.317491913,30302314
23000000,185991646,Adam Sandler,Frank Coraci,90,Comedy,8.086593304,162991646
23000000,71368,Dom DeLuise,Don Bluth,76,Fantasy,0.003102956522,-22928632
23000000,86930411,Leslie Nielsen,David Zucker,85,Action,3.779583087,63930411
23000000,53187659,Vin Diesel,David Twohy,109,Thriller,2.312506913,30187659
23000000,351583407,Jim Carrey,Chuck Russell,101,Romance,15.28623509,328583407
23000000,369884651,Cameron Diaz,Bobby Farrelly,119,Romance,16.08194135,346884651
23000000,43984230,John Lone,Bernardo Bertolucci,163,Drama,1.912357826,20984230
23600000,102391382,Jesse Eisenberg,Ruben Fleischer,88,Comedy,4.338617881,78791382
24000000,99965753,Timothy Olyphant,Xavier Gens,89,Action,4.165239708,75965753
24000000,172363301,David Arquette,Wes Craven,120,Horror,7.181804208,148363301
24000000,87055349,Luke Wilson,Todd Phillips,91,Comedy,3.627306208,63055349
24000000,70181428,Kevin Hart,Tim Story,106,Comedy,2.924226167,46181428
24000000,16290976,Steve Whitmire,Tim Hill,87,Fantasy,0.6787906667,-7709024
24000000,22518097,Kurt Russell,Thom Eberhardt,100,Action,0.9382540417,-1481903
24000000,41895491,Jeff Bridges,Terry Gilliam,137,Drama,1.745645458,17895491
24000000,155721132,Sylvester Stallone,Sylvester Stallone,102,Drama,6.4883805,131721132
24000000,21049053,Diana Ross,Sidney Lumet,134,Adventure,0.877043875,-2950947
24000000,8434146,Antonio Banderas,Ron Shelton,124,Comedy,0.35142275,-15565854
24000000,13700000,Tim Meadows,Reginald Hudlin,84,Comedy,0.5708333333,-10300000
24000000,23510601,Laurence Fishburne,Reggie Rock Bythewood,110,Action,0.979608375,-489399
24000000,133000000,William Shatner,Leonard Nimoy,119,Science Fiction,5.541666667,109000000
24000000,88545092,Tobey Maguire,Lasse Hallström,126,Drama,3.689378833,64545092
24000000,42105111,Seth Rogen,Kevin Smith,102,Comedy,1.754379625,18105111
24000000,83531958,Patrick Swayze,Kathryn Bigelow,120,Action,3.48049825,59531958
24000000,52614445,Jeff Bridges,John Guillermin,134,Action,2.192268542,28614445
24000000,43455230,John Candy,Howard Deutch,91,Comedy,1.810634583,19455230
24000000,68729358,George Clooney,Grant Heslov,93,Comedy,2.86372325,44729358
24000000,23081726,Dwayne Johnson,"George Tillman, Jr.",98,Crime,0.9617385833,-918274
24000000,30551495,Sarah Jessica Parker,Douglas McGrath,89,Comedy,1.272978958,6551495
24000000,63543328,Kenny Wormald,Craig Brewer,113,Drama,2.647638667,39543328
24000000,182016617,Meryl Streep,Clint Eastwood,135,Drama,7.584025708,158016617
24000000,12372410,David Arquette,Brian Robbins,107,Action,0.5155170833,-11627590
24000000,14782676,Jason London,Brendan Malloy,89,Comedy,0.6159448333,-9217324
24000000,36609995,David Duchovny,Bonnie Hunt,115,Romance,1.525416458,12609995
24000000,12096300,Steve Carell,Bennett Miller,134,Drama,0.5040125,-11903700
24000000,9576495,Michelle Pfeiffer,Amy Heckerling,97,Comedy,0.399020625,-14423505
24000000,83188165,Elisabeth Shue,Alexandre Aja,88,Comedy,3.466173542,59188165
24000000,23321954,Viggo Mortensen,Agustín Díaz Yanes,145,Action,0.9717480833,-678046
24500000,17218023,Robert De Niro,Roland Joffé,126,Adventure,0.702776449,-7281977
25000000,4644108,Keira Knightley,William Monahan,103,Drama,0.18576432,-20355892
25000000,19829957,Max Thieriot,Wes Craven,107,Drama,0.79319828,-5170043
25000000,10589102,Nicolas Cage,Werner Herzog,122,Drama,0.42356408,-14410898
25000000,1037335,Harrison Ford,Wayne Kramer,113,Drama,0.0414934,-23962665
25000000,8784318,Kristen Stewart,Walter Salles,137,Adventure,0.35137272,-16215682
25000000,11137801,Fairuza Balk,Walter Murch,113,Adventure,0.44551204,-13862199
25000000,2405420,Kristanna Loken,Uwe Boll,95,Action,0.0962168,-22594580
25000000,53213633,Tyler Perry,Tyler Perry,106,Comedy,2.12854532,28213633
25000000,36993168,Katie Holmes,Troy Nixey,99,Fantasy,1.47972672,11993168
25000000,92991835,George Clooney,Tony Gilroy,119,Drama,3.7196734,67991835
25000000,36609966,Queen Latifah,Tim Story,97,Thriller,1.46439864,11609966
25000000,153997819,Ice Cube,Tim Story,99,Action,6.15991276,128997819
25000000,27645491,Michelle Trachtenberg,Tim Fywell,98,Comedy,1.10581964,2645491
25000000,21288692,Grant Bardsley,Ted Berman,80,Animation,0.85154768,-3711308
25000000,124272124,Emma Stone,Tate Taylor,146,Drama,4.97088496,99272124
25000000,23580000,Jeffrey Dean Morgan,Sylvain White,97,Action,0.9432,-1420000
25000000,16158487,Jennifer Garner,Susannah Grant,111,Comedy,0.64633948,-8841513
25000000,229736344,Rowan Atkinson,Steve Bendelack,90,Family,9.18945376,204736344
25000000,36400360,Chevy Chase,Stephen Kessler,93,Comedy,1.4560144,11400360
25000000,260562,Gene Hackman,Stephen Hopkins,110,Mystery,0.01042248,-24739438
25000000,10719357,Katie Holmes,Stephen Gaghan,99,Drama,0.42877428,-14280643
25000000,108846072,Nicole Kidman,Stephen Daldry,114,Drama,4.35384288,83846072
25000000,21567853,Denzel Washington,Spike Lee,136,Drama,0.86271412,-3432147
25000000,13071518,Harvey Keitel,Spike Lee,128,Mystery,0.52286072,-11928482
25000000,74237563,Cate Blanchett,Shekhar Kapur,114,Drama,2.96950252,49237563
25000000,281929795,Renée Zellweger,Sharon Maguire,97,Comedy,11.2771918,256929795
25000000,99357138,Zac Efron,Scott Hicks,101,Drama,3.97428552,74357138
25000000,48063435,Alec Baldwin,Russell Mulcahy,108,Adventure,1.9225374,23063435
25000000,39171130,Mark Wahlberg,Rupert Wyatt,111,Thriller,1.5668452,14171130
25000000,50671850,Ed Gale,Ronny Yu,89,Comedy,2.026874,25671850
25000000,27603069,Kate Winslet,Roman Polanski,80,Comedy,1.10412276,2603069
25000000,2000000,Anne Hathaway,Rodrigo García,93,Drama,0.08,-23000000
25000000,4152230,Devon Sawa,Rodman Flender,92,Thriller,0.1660892,-20847770
25000000,10324441,James Marsden,Rod Lurie,110,Thriller,0.41297764,-14675559
25000000,777423,Billy Crudup,Robert Towne,117,Drama,0.03109692,-24222577
25000000,15478800,Evan Rachel Wood,Robert Redford,122,Crime,0.619152,-9521200
25000000,45300000,Lee Marvin,Robert Aldrich,150,Action,1.812,20300000
25000000,51702483,Jean-Claude Van Damme,Ringo Lam,100,Action,2.06809932,26702483
25000000,15502112,Tom Cruise,Ridley Scott,114,Action,0.62008448,-9497888
25000000,71009334,Michael Fassbender,Ridley Scott,117,Thriller,2.84037336,46009334
25000000,12000000,Miranda Richardson,Richard Rich,87,Animation,0.48,-13000000
25000000,2336172,Zac Efron,Richard Linklater,114,Comedy,0.09344688,-22663828
25000000,227853986,Mel Gibson,Richard Donner,114,Action,9.11415944,202853986
25000000,38348988,Clint Eastwood,Richard Benjamin,93,Action,1.53395952,13348988
25000000,10070000,Shirley MacLaine,Richard Benjamin,105,Comedy,0.4028,-14930000
25000000,84565230,Drew Barrymore,Raja Gosnell,107,Romance,3.3826092,59565230
25000000,6600000,Lori Petty,Rachel Talalay,98,Action,0.264,-18400000
25000000,25037897,Kurt Russell,Quentin Tarantino,113,Action,1.00151588,37897
25000000,226830568,Liam Neeson,Pierre Morel,93,Action,9.07322272,201830568
25000000,66980456,Jeff Bridges,Phillip Noyce,94,Drama,2.67921824,41980456
25000000,40452643,Jet Li,Philip G. Atwell,103,Action,1.61810572,15452643
25000000,4388563,Michael Douglas,Peter Hyams,105,Drama,0.17554252,-20611437
25000000,68377859,Steve Carell,Peter Hedges,98,Comedy,2.73511436,43377859
25000000,76181545,Daniel Day-Lewis,Paul Thomas Anderson,158,Drama,3.0472618,51181545
25000000,17000000,Adam Sandler,Paul Thomas Anderson,95,Comedy,0.68,-8000000
25000000,24902723,Antonio Banderas,Patricia Riggen,120,History,0.99610892,-97277
25000000,11790979,Sean Penn,Paolo Sorrentino,118,Drama,0.47163916,-13209021
25000000,30114487,Greg Kinnear,Nick Hamm,102,Drama,1.20457948,5114487
25000000,10113733,Gwyneth Paltrow,Neil LaBute,102,Drama,0.40454932,-14886267
25000000,94679598,John Cusack,Mikael Håfström,104,Horror,3.78718392,69679598
25000000,411006740,Whitney Houston,Mick Jackson,129,Thriller,16.4402696,386006740
25000000,79817939,Eddie Murphy,Michael Ritchie,94,Action,3.19271756,54817939
25000000,86175291,Mark Wahlberg,Michael Bay,130,Thriller,3.44701164,61175291
25000000,16057580,Sylvester Stallone,Menahem Golan,93,Action,0.6423032,-8942420
25000000,170764026,Lizzy Caplan,Matt Reeves,85,Action,6.83056104,145764026
25000000,46836394,Robert De Niro,Martin Scorsese,146,Drama,1.87345576,21836394
25000000,59192128,Dane Cook,Mark Helfrich,101,Comedy,2.36768512,34192128
25000000,17741298,Hugh Jackman,Marcel Langenegger,107,Drama,0.70965192,-7258702
25000000,116766556,Johnny Depp,Marc Forster,106,Drama,4.67066224,91766556
25000000,41604473,Eddie Griffin,Malcolm D. Lee,86,Action,1.66417892,16604473
25000000,30411183,Emile Hirsch,Luke Greenfield,108,Comedy,1.21644732,5411183
25000000,96773200,Michael Douglas,Lewis Teague,106,Action,3.870928,71773200
25000000,42629776,Blake Lively,Lee Toland Krieger,112,Fantasy,1.70519104,17629776
25000000,115922175,Forest Whitaker,Lee Daniels,132,Drama,4.636887,90922175
25000000,152500343,Juliette Binoche,Lasse Hallström,121,Comedy,6.10001372,127500343
25000000,11772461,Richard Gere,Lasse Hallström,116,Comedy,0.47089844,-13227539
25000000,114977104,Amanda Seyfried,Lasse Hallström,115,Drama,4.59908416,89977104
25000000,66122026,Freddie Highmore,Kirsten Sheridan,114,Drama,2.64488104,41122026
25000000,122489822,Emma Thompson,Kirk Jones,97,Fantasy,4.89959288,97489822
25000000,11207130,Ryan Phillippe,Kimberly Peirce,113,Drama,0.4482852,-13792870
25000000,27122040,Channing Tatum,Kevin Macdonald,114,Adventure,1.0848816,2122040
25000000,17193231,Laurence Fishburne,Kevin Hooks,98,Action,0.68772924,-7806769
25000000,39053061,Amber Tamblyn,Ken Kwapis,119,Drama,1.56212244,14053061
25000000,2054941,Keanu Reeves,Keanu Reeves,105,Action,0.08219764,-22945059
25000000,6399,Aneurin Barnard,Jonathan Newman,99,Fantasy,0.00025596,-24993601
25000000,52395996,Joseph Gordon-Levitt,Jonathan Levine,100,Comedy,2.09583984,27395996
25000000,13000000,Claire Danes,Jonathan Kaplan,100,Drama,0.52,-12000000
25000000,74188937,Meryl Streep,John Wells,121,Comedy,2.96755748,49188937
25000000,51842679,Kate Bosworth,John Stockwell,104,Adventure,2.07370716,26842679
25000000,432274,Halle Berry,John Stockwell,113,Thriller,0.01729096,-24567726
25000000,24362772,Madonna,John Schlesinger,108,Comedy,0.97451088,-637228
25000000,122644820,Robert De Niro,John Polson,101,Horror,4.9057928,97644820
25000000,119188334,Liev Schreiber,John Moore,110,Drama,4.76753336,94188334
25000000,289317794,Joseph Fiennes,John Madden,122,History,11.57271176,264317794
25000000,5778353,Tanya Roberts,John Guillermin,117,Adventure,0.23113412,-19221647
25000000,11000000,Kurt Russell,John Carpenter,99,Adventure,0.44,-14000000
25000000,80936232,Debi Derryberry,John A. Davis,83,Adventure,3.23744928,55936232
25000000,40903593,Michael Douglas,Joel Schumacher,113,Crime,1.63614372,15903593
25000000,171600000,Tommy Lee Jones,Joel Coen,122,Crime,6.864,146600000
25000000,9873044,Ethan Hawke,Joe Dante,109,Adventure,0.39492176,-15126956
25000000,77278331,Liam Neeson,Joe Carnahan,117,Action,3.09113324,52278331
25000000,12729917,David Bowie,Jim Henson,101,Adventure,0.50919668,-12270083
25000000,133752825,Charlie Sheen,Jim Abrahams,86,Action,5.350113,108752825
25000000,22200000,Johnny Depp,Jeremy Leven,97,Romance,0.888,-2800000
25000000,20796847,Scott Mechlowicz,Jeff Schaffer,93,Comedy,0.83187388,-4203153
25000000,163670000,George Clooney,Jason Reitman,109,Drama,6.5468,138670000
25000000,14109284,Matt Lanter,Jason Friedberg,87,Action,0.56437136,-10890716
25000000,117719158,Mary Elizabeth Winstead,James Wong,93,Horror,4.70876632,92719158
25000000,15156200,Mark Wahlberg,James Foley,110,Action,0.606248,-9843800
25000000,147780440,Natalie Portman,Ivan Reitman,108,Comedy,5.9112176,122780440
25000000,27685016,Diego Luna,Guy Ferland,86,Drama,1.10740064,2685016
25000000,56505065,Kurt Russell,George P. Cosmatos,130,Action,2.2602026,31505065
25000000,23057115,Tom Hardy,Gavin O'Connor,140,Action,0.9222846,-1942885
25000000,377350553,Paige O'Hara,Gary Trousdale,84,Romance,15.09402212,352350553
25000000,70442940,Anna Faris,Fred Wolf,97,Romance,2.8177176,45442940
25000000,38748395,Rick Moranis,Frank Oz,94,Horror,1.5499358,13748395
25000000,28341469,Tim Robbins,Frank Darabont,142,Drama,1.13365876,3341469
25000000,82466670,Ralph Fiennes,Fernando Meirelles,129,Drama,3.2986668,57466670
25000000,19844979,Mark Ruffalo,Fernando Meirelles,121,Drama,0.79379916,-5155021
25000000,22611954,Damon Wayans,Ernest R. Dickerson,84,Action,0.90447816,-2388046
25000000,15843608,Christopher Lambert,Douglas Aarniokoski,87,Action,0.63374432,-9156392
25000000,14048372,Charlie Sheen,David Twohy,115,Action,0.56193488,-10951628
25000000,56422687,Chris Evans,David R. Ellis,94,Action,2.25690748,31422687
25000000,9190869,Mark Wahlberg,David O. Russell,116,Drama,0.36763476,-15809131
25000000,11838218,Keenen Ivory Wayans,David Hogan,99,Action,0.47352872,-13161782
25000000,34942188,Sam Rockwell,David Gordon Green,81,Comedy,1.39768752,9942188
25000000,38307627,Jon Hamm,Craig Gillespie,124,Drama,1.53230508,13307627
25000000,156822020,Sean Penn,Clint Eastwood,138,Thriller,6.2728808,131822020
25000000,64437847,Jet Li,Chris Nahon,98,Action,2.57751388,39437847
25000000,441286195,Robin Williams,Chris Columbus,125,Comedy,17.6514478,416286195
25000000,13411957,Emile Hirsch,Catherine Hardwicke,107,Drama,0.53647828,-11588043
25000000,72629670,Ed Skrein,Camille Delamarre,96,Thriller,2.9051868,47629670
25000000,5549200,Morgan Freeman,Bruce Beresford,96,Drama,0.221968,-19450800
25000000,20719451,Chi Cao,Bruce Beresford,117,Drama,0.82877804,-4280549
25000000,42972994,Tom Hardy,Brian Helgeland,131,Crime,1.71891976,17972994
25000000,65884703,Al Pacino,Brian De Palma,170,Action,2.63538812,40884703
25000000,76270454,Kevin Costner,Brian De Palma,119,Crime,3.05081816,51270454
25000000,100000000,Victoria Beckham,Bob Spiers,93,Adventure,4,75000000
25000000,2438031,Roberto Benigni,Blake Edwards,93,Comedy,0.09752124,-22561969
25000000,36351350,Queen Latifah,Bille Woodruff,105,Comedy,1.454054,11351350
25000000,15431177,Shia LaBeouf,Bill Paxton,120,Drama,0.61724708,-9568823
25000000,2075084,Debra Winger,Bernardo Bertolucci,138,Adventure,0.08300336,-22924916
25000000,354825435,Dustin Hoffman,Barry Levinson,133,Drama,14.1930174,329825435
25000000,6673422,Bruce Willis,Barry Levinson,104,Comedy,0.26693688,-18326578
25000000,63100000,Mark Wahlberg,Baltasar Kormákur,109,Thriller,2.524,38100000
25000000,30000000,John Cusack,Anthony Leondis,87,Animation,1.2,5000000
25000000,119772232,Billy Crystal,Andy Fickman,104,Comedy,4.79088928,94772232
25000000,91036760,Jet Li,Andrzej Bartkowiak,115,Action,3.6414704,66036760
25000000,56489558,Jet Li,Andrzej Bartkowiak,101,Action,2.25958232,31489558
25000000,55494066,Gwyneth Paltrow,Alfonso Cuarón,111,Comedy,2.21976264,30494066
25000000,135330182,Brad Pitt,Alejandro González Iñárritu,143,Drama,5.41320728,110330182
25000000,25965144,Tim Robbins,Adrian Lyne,113,Drama,1.03860576,965144
25100000,29506464,Josh Brolin,Oliver Stone,131,Drama,1.175556335,4406464
25485000,29548291,Martin Balsam,Richard Fleischer,144,History,1.159438532,4063291
25500000,2415472,Clive Owen,Guillaume Canet,128,Thriller,0.09472439216,-23084528
25530000,20080020,Elijah Wood,Alan Shapiro,95,Adventure,0.7865264395,-5449980
26000000,57891803,Rachel McAdams,Wes Craven,85,Horror,2.226607808,31891803
26000000,30523226,Ryan Reynolds,Tarsem Singh,116,Science Fiction,1.173970231,4523226
26000000,183293131,Kevin James,Steve Carr,91,Action,7.049735808,157293131
26000000,67918658,Paul Bettany,Scott Stewart,100,Horror,2.612256077,41918658
26000000,124033791,Billy Crystal,Ron Underwood,112,Action,4.770530423,98033791
26000000,19075720,Keanu Reeves,Robert Longo,97,Adventure,0.7336815385,-6924280
26000000,35926213,Michelle Monaghan,Michael Hoffman,117,Drama,1.381777423,9926213
26000000,110230332,Jamie Lee Curtis,Mark Waters,97,Comedy,4.239628154,84230332
26000000,28818995,Frankie Muniz,Kevin Allen,100,Comedy,1.108422885,2818995
26000000,51164106,Vince Vaughn,Ken Scott,105,Comedy,1.967850231,25164106
26000000,17496992,James Franco,Justin Lin,108,Drama,0.6729612308,-8503008
26000000,109449237,Steve Carell,Judd Apatow,116,Comedy,4.209586038,83449237
26000000,38793283,Jesse Bradford,Jonathan Frakes,94,Adventure,1.492049346,12793283
26000000,206678440,Tom Hanks,Jonathan Demme,125,Drama,7.949170769,180678440
26000000,53676580,Shia LaBeouf,John Hillcoat,115,Crime,2.064483846,27676580
26000000,61489265,Kiefer Sutherland,Joel Schumacher,115,Drama,2.364971731,35489265
26000000,71000000,George Clooney,Joel Coen,106,Action,2.730769231,45000000
26000000,43318349,Tobey Maguire,Jim Sheridan,104,Drama,1.666090346,17318349
26000000,181096164,Charlie Sheen,Jim Abrahams,84,Action,6.965237077,155096164
26000000,29657751,John Cusack,James McTeigue,111,Thriller,1.140682731,3657751
26000000,116400000,Bette Midler,Hugh Wilson,103,Comedy,4.476923077,90400000
26000000,90426405,Ali Larter,David R. Ellis,90,Horror,3.477938654,64426405
26000000,28780255,Giovanni Ribisi,Ben Younger,118,Crime,1.106932885,2780255
26000000,65705772,Drew Barrymore,Andy Tennant,121,Drama,2.527145077,39705772
26000000,36800000,Christopher Lambert,Andrew Morahan,99,Action,1.415384615,10800000
26000000,8009329,Charlie Sheen,Adam Rifkin,89,Comedy,0.3080511154,-17990671
26000000,90574188,Will Ferrell,Adam McKay,94,Comedy,3.483622615,64574188
26350000,1576687,Rebecca Hall,Stephen Frears,94,Drama,0.05983631879,-24773313
27000000,20158808,Barret Oliver,Wolfgang Petersen,102,Drama,0.7466225185,-6841192
27000000,14859394,Meryl Streep,Wes Craven,124,Drama,0.5503479259,-12140606
27000000,16504936,Caitlin Stasey,Stuart Beattie,103,Action,0.6112939259,-10495064
27000000,56870414,Bill Pullman,Steve Miner,82,Horror,2.10631163,29870414
27000000,44352417,Alexis Bledel,Sanaa Hamri,117,Adventure,1.642682111,17352417
27000000,14683921,Patrick Swayze,Roland Joffé,132,Drama,0.5438489259,-12316079
27000000,85564310,Jessica Alba,Robert Rodriguez,89,Family,3.169048519,58564310
27000000,17286299,Kelan Pannell,Robert B. Weide,110,Comedy,0.6402332963,-9713701
27000000,76000000,Matthew McConaughey,Richard Linklater,113,Crime,2.814814815,49000000
27000000,21148829,LL Cool J,Renny Harlin,106,Mystery,0.783289963,-5851171
27000000,13670688,Macaulay Culkin,Pixote Hunt,80,Fantasy,0.5063217778,-13329312
27000000,21500000,Fred Ward,Philip Kaufman,193,Drama,0.7962962963,-5500000
27000000,101646581,Jean-Claude Van Damme,Peter Hyams,99,Thriller,3.764688185,74646581
27000000,38122105,Arnold Schwarzenegger,Paul Michael Glaser,101,Action,1.411929815,11122105
27000000,56308881,Josh Hartnett,Paul McGuigan,110,Drama,2.085514111,29308881
27000000,96900000,William Shatner,Nicholas Meyer,113,Science Fiction,3.588888889,69900000
27000000,161849455,Bradley Cooper,Neil Burger,105,Thriller,5.994424259,134849455
27000000,115505027,Natalie Portman,Mike Nichols,104,Drama,4.277963963,88505027
27000000,115229890,Dan Aykroyd,John Landis,133,Music,4.267773704,88229890
27000000,71320000,Chevy Chase,Jeremiah S. Chechik,97,Comedy,2.641481481,44320000
27000000,28831145,Kevin Costner,Ivan Reitman,109,Drama,1.067820185,1831145
