budget,revenue,actor,director,runtime,genre,profit
27000000,71320000,Chevy Chase,Jeremiah S. Chechik,97,Comedy,44320000
27000000,115229890,Dan Aykroyd,John Landis,133,Music,88229890
27000000,115505027,Natalie Portman,Mike Nichols,104,Drama,88505027
27000000,161849455,Bradley Cooper,Neil Burger,105,Thriller,134849455
27000000,96900000,William Shatner,Nicholas Meyer,113,Science Fiction,69900000
27000000,56308881,Josh Hartnett,Paul McGuigan,110,Drama,29308881
27000000,38122105,Arnold Schwarzenegger,Paul Michael Glaser,101,Action,11122105
27000000,101646581,Jean-Claude Van Damme,Peter Hyams,99,Thriller,74646581
27000000,21500000,Fred Ward,Philip Kaufman,193,Drama,-5500000
27000000,13670688,Macaulay Culkin,Pixote Hunt,80,Fantasy,-13329312
27000000,21148829,LL Cool J,Renny Harlin,106,Mystery,-5851171
27000000,76000000,Matthew McConaughey,Richard Linklater,113,Crime,49000000
27000000,17286299,Kelan Pannell,Robert B. Weide,110,Comedy,-9713701
27000000,85564310,Jessica Alba,Robert Rodriguez,89,Family,58564310
27000000,14683921,Patrick Swayze,Roland Joffé,132,Drama,-12316079
27000000,44352417,Alexis Bledel,Sanaa Hamri,117,Adventure,17352417
27000000,56870414,Bill Pullman,Steve Miner,82,Horror,29870414
27000000,16504936,Caitlin Stasey,Stuart Beattie,103,Action,-10495064
27000000,14859394,Meryl Streep,Wes Craven,124,Drama,-12140606
27000000,20158808,Barret Oliver,Wolfgang Petersen,102,Drama,-6841192
27220000,5496951,Nicolas Cage,Scott Walker,105,Thriller,-21723049
27500000,24748670,Omar Metwally,Gavin Hood,120,Drama,-2751330
27500000,183700000,Roger Moore,John Glen,131,Adventure,156200000
28000000,133346506,Christian Bale,Adam McKay,130,Comedy,105346506
28000000,47951979,Robert Redford,Barry Levinson,137,Drama,19951979
28000000,60780981,Ben Stiller,Ben Stiller,89,Comedy,32780981
28000000,41230799,Howard Stern,Betty Thomas,109,Comedy,13230799
28000000,8555008,Benedict Cumberbatch,Bill Condon,128,Drama,-19444992
28000000,45236543,Amber Valletta,Brian Levant,94,Action,17236543
28000000,68896829,Paul Walker,Camille Delamarre,90,Action,40896829
28000000,7002261,Sandra Bullock,David Gordon Green,108,Drama,-20997739
28000000,10126458,Sara Paxton,David R. Ellis,91,Horror,-17873542
28000000,92380927,Seann William Scott,David Wain,99,Comedy,64380927
28000000,11373501,Jodi Benson,Don Bluth,87,Animation,-16626499
28000000,3983912,Martin Short,Don Bluth,74,Animation,-24016088
28000000,38159905,Lindsay Lohan,Donald Petrie,103,Comedy,10159905
28000000,201634991,O'Shea Jackson Jr.,F. Gary Gray,147,Drama,173634991
28000000,64445708,Kurt Russell,Gavin O'Connor,135,Drama,36445708
28000000,58795814,Frankie Muniz,Harald Zwart,102,Action,30795814
28000000,186438883,Joaquin Phoenix,James Mangold,136,Drama,158438883
28000000,8888143,Russell Crowe,Jay Roach,119,Comedy,-19111857
28000000,29000000,Aaron Taylor-Johnson,Jeff Wadlow,103,Action,1000000
28000000,121147947,Keira Knightley,Joe Wright,128,Drama,93147947
28000000,14010832,Natasha Henstridge,John Carpenter,98,Action,-13989168
28000000,195312802,Roger Moore,John Glen,127,Adventure,167312802
28000000,14051384,Dan Aykroyd,John Landis,123,Music,-13948616
28000000,140767956,Bruce Willis,John McTiernan,131,Action,112767956
28000000,134402450,Robert De Niro,Jon Turteltaub,105,Comedy,106402450
28000000,39514713,Bette Midler,Kenny Ortega,96,Comedy,11514713
28000000,97594140,Julianne Hough,Lasse Hallström,115,Romance,69594140
28000000,5684789,Tenzin Thuthob Tsarong,Martin Scorsese,134,Drama,-22315211
28000000,96188903,Aaron Taylor-Johnson,Matthew Vaughn,117,Action,68188903
28000000,31596911,Liam Neeson,Michael Caton-Jones,139,Adventure,3596911
28000000,100654149,Steve Carell,Miguel Arteta,81,Family,72654149
28000000,103173635,Harrison Ford,Mike Nichols,114,Comedy,75173635
28000000,16900000,Liam Neeson,Neil Jordan,132,Drama,-11100000
28000000,28208085,Jesse Eisenberg,Nima Nourizadeh,96,Comedy,208085
28000000,33000337,Gerard Butler,Patrick Lussier,99,Horror,5000337
28000000,1021398,Liam Neeson,Paul Haggis,137,Drama,-26978602
28000000,77516304,John Cusack,Peter Chelsom,90,Comedy,49516304
28000000,40400657,Roy Scheider,Peter Hyams,116,Thriller,12400657
28000000,90449929,Kirsten Dunst,Peyton Reed,98,Comedy,62449929
28000000,32768670,Harrison Ford,Ridley Scott,117,Science Fiction,4768670
28000000,504050219,Scott Weinger,Ron Clements,90,Animation,476050219
28000000,40547440,Jesse Eisenberg,Ruben Fleischer,83,Action,12547440
28000000,53181600,Liam Neeson,Scott Frank,113,Crime,25181600
28000000,92601050,Catherine Zeta-Jones,Scott Hicks,104,Comedy,64601050
28000000,333000000,Harrison Ford,Steven Spielberg,118,Adventure,305000000
28000000,102356381,Sarah Polley,Zack Snyder,101,Fantasy,74356381
29000000,33662874,Andy Lau,Benny Chan,131,Action,4662874
29000000,287506194,Anna Kendrick,Elizabeth Banks,115,Comedy,258506194
29000000,309208309,Sandra Bullock,John Lee Hancock,129,Drama,280208309
29000000,21126225,Adrien Brody,John Maybury,103,Drama,-7873775
29000000,115603229,Rachel McAdams,Nick Cassavetes,123,Romance,86603229
29000000,16930185,Matthew Perry,Reginald Hudlin,100,Comedy,-12069815
29000000,98185582,Antonio Banderas,Robert Rodriguez,102,Action,69185582
29000000,50041732,Patricia Arquette,Rupert Wainwright,103,Horror,21041732
29000000,59509925,Bruce Willis,Tony Scott,105,Adventure,30509925
29000000,34994648,Arnold Schwarzenegger,Walter Hill,104,Comedy,5994648
29500000,168840000,Bruce Willis,Terry Gilliam,129,Science Fiction,139340000
30000000,105834556,Jack Nicholson,Alexander Payne,125,Drama,75834556
30000000,108609310,Ioan Gruffudd,Alister Grierson,108,Action,78609310
30000000,14711793,Brad Pitt,Andrew Dominik,160,Action,-15288207
30000000,107597242,Kevin James,Andy Fickman,94,Action,77597242
30000000,180622424,Reese Witherspoon,Andy Tennant,108,Comedy,150622424
30000000,160259319,Katherine Heigl,Anne Fletcher,111,Comedy,130259319
30000000,19204929,Chow Yun-fat,Antoine Fuqua,87,Drama,-10795071
30000000,91709827,Jake Gyllenhaal,Antoine Fuqua,123,Action,61709827
30000000,74787599,Nick Nolte,Barbra Streisand,132,Drama,44787599
30000000,49114016,Warren Beatty,Barry Levinson,134,Drama,19114016
30000000,11146270,Michael J. Fox,Barry Sonnenfeld,94,Comedy,-18853730
30000000,191502426,Raúl Juliá,Barry Sonnenfeld,99,Comedy,161502426
30000000,136706683,Denzel Washington,Boaz Yakin,113,Drama,106706683
30000000,40346186,Jason Statham,Boaz Yakin,94,Action,10346186
30000000,50451307,Drew Barrymore,Bobby Farrelly,103,Comedy,20451307
30000000,54819301,Sean Hayes,Bobby Farrelly,92,Comedy,24819301
30000000,62616646,Ben Affleck,Brad Furman,91,Crime,32616646
30000000,24048000,Denzel Washington,Brett Leonard,106,Action,-5952000
30000000,36516012,Al Pacino,Brian De Palma,144,Action,6516012
30000000,15007991,Cole Hauser,Bruce Hunt,97,Action,-14992009
30000000,21800302,Bernie Mac,Charles Stone III,104,Comedy,-8199698
30000000,68369434,David Duchovny,Chris Carter,104,Drama,38369434
30000000,64626786,Emile Hirsch,Chris Gorak,89,Horror,34626786
30000000,254134910,Christine Cavanaugh,Chris Noonan,89,Fantasy,224134910
30000000,35078241,Ewan McGregor,Chris Noonan,92,Drama,5078241
30000000,216763646,Clint Eastwood,Clint Eastwood,132,Drama,186763646
30000000,135130999,Kevin Costner,Clint Eastwood,138,Crime,105130999
30000000,23619609,Leelee Sobieski,Daniel Sackheim,106,Drama,-6380391
30000000,34441873,Michael Fassbender,Danny Boyle,122,History,4441873
30000000,27610873,Kuno Becker,Danny Cannon,118,Drama,-2389127
30000000,114281051,Meryl Streep,David Frankel,100,Drama,84281051
30000000,26810113,Justin Chatwin,David S. Goyer,102,Action,-3189887
30000000,75505973,Josh Hartnett,David Slade,113,Horror,45505973
30000000,84025816,Emily Blunt,Denis Villeneuve,121,Action,54025816
30000000,27437881,Steve Carell,Don Scardino,100,Comedy,-2562119
30000000,14000000,Ray Romano,Donald Petrie,110,Comedy,-16000000
30000000,49263404,Jeremy Piven,Doug Ellin,104,Comedy,19263404
30000000,66486080,Kristen Connolly,Drew Goddard,95,Horror,36486080
30000000,967000,Jon Foo,Dwight H. Little,92,Crime,-29033000
30000000,967000,Jon Foo,Dwight H. Little,92,Crime,-29033000
30000000,60864870,Eddie Murphy,Eddie Murphy,116,Action,30864870
30000000,37036004,Ben Stiller,Edward Norton,127,Comedy,7036004
30000000,160638883,Brad Pitt,Edward Zwick,133,Drama,130638883
30000000,102820008,Jake Gyllenhaal,Edward Zwick,112,Drama,72820008
30000000,93772522,Frankie Muniz,Frederik Du Chau,102,Comedy,63772522
30000000,68129518,Thomas Kretschmann,Fyodor Bondarchuk,131,War,38129518
30000000,58405313,Diane Lane,Gary David Goldberg,98,Comedy,28405313
30000000,114663461,Anne Hathaway,Gary Winick,89,Comedy,84663461
30000000,31148328,Edward Norton,Gavin O'Connor,130,Thriller,1148328
30000000,33013805,Sam Rockwell,George Clooney,113,Comedy,3013805
30000000,102616183,Richard Gere,Gregory Hoblit,129,Crime,72616183
30000000,25480490,Mira Sorvino,Guillermo del Toro,105,Fantasy,-4519510
30000000,295212467,Bill Murray,Ivan Reitman,107,Fantasy,265212467
30000000,287553595,Jason Biggs,J.B. Rogers,108,Comedy,257553595
30000000,90259536,John Cusack,James Mangold,90,Mystery,60259536
30000000,350448145,Keanu Reeves,Jan de Bont,116,Action,320448145
30000000,84646831,Sean Maguire,Jason Friedberg,84,Comedy,54646831
30000000,105011053,Tina Fey,Jason Moore,118,Comedy,75011053
30000000,130786397,Liam Neeson,Jaume Collet-Serra,113,Action,100786397
30000000,57400547,Jean-Claude Van Damme,Jean-Claude Van Damme,95,Action,27400547
30000000,35294470,Ethan Hawke,Jean-François Richet,109,Thriller,5294470
30000000,129266061,Keira Knightley,Joe Wright,123,Drama,99266061
30000000,63782078,Saoirse Ronan,Joe Wright,111,Action,33782078
30000000,77566815,Jim Carrey,Joel Schumacher,101,Thriller,47566815
30000000,152427960,Roger Moore,John Glen,131,Adventure,122427960
30000000,361958736,Tom Hanks,John Lasseter,81,Animation,331958736
30000000,51376861,Robin Shou,John R. Leonetti,95,Action,21376861
30000000,13130349,Ving Rhames,John Singleton,140,Drama,-16869651
30000000,16930884,Al Pacino,Jon Avnet,108,Crime,-13069116
30000000,159291809,Rick Malambri,Jon M. Chu,107,Drama,129291809
30000000,219076518,Seth Rogen,Judd Apatow,129,Comedy,189076518
30000000,45554533,Jim Cummings,Jun Falkenstein,77,Animation,15554533
30000000,55583804,Bruce Willis,Kevin Smith,107,Action,25583804
30000000,82394288,Chloë Grace Moretz,Kimberly Peirce,100,Drama,52394288
30000000,31070211,Milla Jovovich,Kurt Wimmer,88,Science Fiction,1070211
30000000,18618284,Robert Redford,Lasse Hallström,108,Drama,-11381716
30000000,34742066,Antonio Banderas,Liz Friedlander,108,Music,4742066
30000000,36894225,Robert De Niro,Luc Besson,111,Crime,6894225
30000000,6916869,Charlize Theron,Luis Mandoki,106,Action,-23083131
30000000,2527904,Gerard Butler,Marc Forster,129,Action,-27472096
30000000,53653224,Will Ferrell,Marc Forster,113,Comedy,23653224
30000000,38413606,Robert De Niro,Martin Brest,126,Adventure,8413606
30000000,611899420,Jim Caviezel,Mel Gibson,127,Drama,581899420
30000000,63833449,Tina Fey,Michael McCullers,99,Comedy,33833449
30000000,196114570,Rachel McAdams,Michael Sucsy,104,Drama,166114570
30000000,13521829,Hayden Panettiere,Mike Disa,86,Comedy,-16478171
30000000,495303,Luke Wilson,Mike Judge,84,Adventure,-29504697
30000000,22211426,Rhona Mitra,Neil Marshall,105,Action,-7788574
30000000,210819611,Sharlto Copley,Neill Blomkamp,112,Action,180819611
30000000,53909751,Emily Blunt,Nicholas Stoller,124,Comedy,23909751
30000000,105173115,Jason Segel,Nicholas Stoller,111,Comedy,75173115
30000000,95714875,Cameron Diaz,Nick Cassavetes,109,Drama,65714875
30000000,42886719,Ashton Kutcher,Nigel Cole,107,Comedy,12886719
30000000,108979549,Jason Statham,Olivier Megaton,104,Action,78979549
30000000,51148651,Russell Crowe,Paul Haggis,133,Romance,21148651
30000000,13001257,Josh Hartnett,Paul McGuigan,114,Drama,-16998743
30000000,251495,Stellan Skarsgård,Paul Schrader,117,Horror,-29748505
30000000,61255921,Billy Bob Thornton,Peter Berg,118,Drama,31255921
30000000,9898412,Jon Favreau,Peter Berg,100,Comedy,-20101588
30000000,17833000,Ryan Phillippe,Peter Howitt,108,Action,-12167000
30000000,29359216,Michael J. Fox,Peter Jackson,110,Horror,-640784
30000000,51132598,Leslie Nielsen,Peter Segal,83,Comedy,21132598
30000000,20348249,Colin Farrell,Peter Weir,133,Drama,-9651751
30000000,41480851,Dwayne Johnson,Phil Joanou,125,Action,11480851
30000000,27674124,Michael Caine,Phillip Noyce,101,Drama,-2325876
30000000,180949000,Uma Thurman,Quentin Tarantino,111,Action,150949000
30000000,152159461,Uma Thurman,Quentin Tarantino,136,Action,122159461
30000000,173959438,Martin Lawrence,Raja Gosnell,98,Crime,143959438
30000000,47042000,Joseph Gordon-Levitt,Rian Johnson,118,Action,17042000
30000000,8454301,Paul Giamatti,Richard J. Lewis,134,Comedy,-21545699
30000000,33333531,Cameron Diaz,Richard Kelly,115,Thriller,3333531
30000000,156835339,Hilary Swank,Richard LaGravenese,126,Drama,126835339
30000000,34252847,Billy Bob Thornton,Richard Linklater,113,Comedy,4252847
30000000,45892212,Michael Douglas,Ridley Scott,125,Action,15892212
30000000,15368897,Luke Wilson,Rob Reiner,96,Comedy,-14631103
30000000,25312387,Michael Douglas,Rob Reiner,94,Comedy,-4687613
30000000,114908830,Robert Englund,Ronny Yu,97,Horror,84908830
30000000,15556340,Christopher Lambert,Russell Mulcahy,91,Action,-14443660
30000000,90842646,Alison Lohman,Sam Raimi,99,Horror,60842646
30000000,48428063,Elijah Wood,Shane Acker,79,Action,18428063
30000000,82150642,Cate Blanchett,Shekhar Kapur,124,Drama,52150642
30000000,4861022,Josh Brolin,Spike Lee,104,Drama,-25138978
30000000,14460000,Jim Cummings,Stephen Anderson,63,Animation,-15540000
30000000,47126295,John Cusack,Stephen Frears,113,Comedy,17126295
30000000,53898845,Charlie Sheen,Stephen Herek,105,Action,23898845
30000000,140161792,Tom Kenny,Stephen Hillenburg,87,Animation,110161792
30000000,192452832,Peter Sallis,Steve Box,85,Adventure,162452832
30000000,212385533,Jim Carrey,Steve Oedekerk,90,Comedy,182385533
30000000,63372757,Rooney Mara,Steven Soderbergh,106,Thriller,33372757
30000000,30536013,Colin Farrell,Terrence Malick,135,Drama,536013
30000000,61808775,Christopher Plummer,Terry Gilliam,123,Adventure,31808775
30000000,76669806,Samuel L. Jackson,Thomas Carter,136,Drama,46669806
30000000,36160375,Tom Hanks,Tom Hanks,98,Comedy,6160375
30000000,13273595,Madonna,Uli Edel,99,Drama,-16726405
30000000,25473093,Jennifer Connelly,Walter Salles,105,Drama,-4526907
30000000,29202884,Warren Beatty,Warren Beatty,108,Comedy,-797116
30000000,174600318,Ralph Fiennes,Wes Anderson,99,Comedy,144600318
30000000,70200000,William Shatner,William Shatner,107,Science Fiction,40200000
30000000,151119219,Owen Wilson,Woody Allen,94,Fantasy,121119219
30250000,115101622,John Travolta,Barry Sonnenfeld,105,Comedy,84851622
31000000,231605150,Whoopi Goldberg,Emile Ardolino,100,Music,200605150
31000000,68106245,Dennis Quaid,Gregory Hoblit,118,Crime,37106245
31000000,104384188,Ed Helms,John Francis Daley,99,Adventure,73384188
31000000,28000000,James Franco,Kevin Reynolds,125,Drama,-3000000
31000000,134095253,Al Pacino,Martin Brest,157,Drama,103095253
31000000,35419397,Cher,Richard Benjamin,110,Comedy,4419397
31000000,41512007,Kirsten Dunst,Richard Loncraine,98,Comedy,10512007
31000000,161772375,Denzel Washington,Robert Zemeckis,138,Drama,130772375
31000000,24185781,Anthony Hopkins,Scott Hicks,101,Drama,-6814219
31000000,74134790,Richard Dreyfuss,Steven Spielberg,122,Fantasy,43134790
31000000,128499205,Meryl Streep,Sydney Pollack,161,Drama,97499205
31000000,300473716,Sylvester Stallone,Sylvester Stallone,91,Drama,269473716
31000000,15134293,Harrison Ford,Tom Vaughan,105,Drama,-15865707
31000000,27388767,Anne Hathaway,Tommy O'Haver,96,Fantasy,-3611233
31115000,57750000,Elizabeth Taylor,Joseph L. Mankiewicz,248,Drama,26635000
31500000,83471511,Martin Sheen,Francis Ford Coppola,153,Drama,51971511
32000000,97918663,Ice Cube,Brian Levant,95,Comedy,65918663
32000000,40222729,Keanu Reeves,Brian Robbins,106,Comedy,8222729
32000000,60740827,Viggo Mortensen,David Cronenberg,96,Drama,28740827
32000000,147332697,Jake Gyllenhaal,Duncan Jones,93,Thriller,115332697
32000000,51155219,Daniel Craig,Edward Zwick,137,Action,19155219
32000000,36733909,Ethan Hawke,Frank Marshall,120,Action,4733909
32000000,16283667,Jonathan Brandis,George T. Miller,89,Drama,-15716333
32000000,48814909,Robert De Niro,"George Tillman, Jr.",129,Drama,16814909
32000000,80197993,Jack Black,Jared Hess,92,Comedy,48197993
32000000,222724172,Rick Moranis,Joe Johnston,93,Adventure,190724172
32000000,156167015,Timothy Dalton,John Glen,133,Adventure,124167015
32000000,27635305,Viggo Mortensen,John Hillcoat,111,Adventure,-4364695
32000000,69055695,Chris Brown,John Luessenhop,107,Action,37055695
32000000,83615414,Portia Doubleday,John Whitesell,107,Crime,51615414
32000000,173398518,Will Ferrell,Jon Favreau,97,Romance,141398518
32000000,152036382,John Travolta,Jon Turteltaub,123,Drama,120036382
32000000,85167639,Jason Statham,Louis Leterrier,87,Action,53167639
32000000,3566637,Scott Bakula,Mark Dindal,75,Animation,-28433363
32000000,55157539,Richard Gere,Mark Pellington,119,Drama,23157539
32000000,18409891,Jude Law,Miguel Sapochnik,111,Action,-13590109
32000000,52277485,Cuba Gooding Jr.,Mike Tollin,109,Drama,20277485
32000000,42045846,Drew Barrymore,Nanette Burstein,102,Comedy,10045846
32000000,28258060,Joaquin Phoenix,Paul Thomas Anderson,137,Drama,-3741940
32000000,57284237,Tom Payne,Philipp Stölzl,155,Adventure,25284237
32000000,79082515,Alex D. Linz,Raja Gosnell,102,Comedy,47082515
32000000,18552460,Sharon Stone,Sam Raimi,107,Action,-13447540
32000000,126041322,James Franco,Seth Rogen,107,Action,94041322
32000000,5914908,George Clooney,Steven Soderbergh,108,War,-26085092
32000000,54674226,Brad Pitt,Terrence Malick,139,Drama,22674226
32000000,50907422,Trey Parker,Trey Parker,98,Music,18907422
32000000,40382659,Warren Beatty,Warren Beatty,195,Drama,8382659
32350000,572700000,Mark Hamill,Richard Marquand,135,Adventure,540350000
32500000,288383523,Kristen Wiig,Paul Feig,125,Romance,255883523
33000000,244386864,Jackie Chan,Brett Ratner,98,Action,211386864
33000000,20645327,Ben Foster,Christian Alvart,108,Action,-12354673
33000000,269958228,Clint Eastwood,Clint Eastwood,116,Drama,236958228
33000000,327311859,Brad Pitt,David Fincher,127,Crime,294311859
33000000,62022014,Samuel L. Jackson,David R. Ellis,105,Horror,29022014
33000000,310940086,Mike Myers,Jay Roach,95,Crime,277940086
33000000,9494789,Kyle Catlett,Jean-Pierre Jeunet,105,Adventure,-23505211
33000000,54700105,Thomas Jane,Jonathan Hensleigh,124,Action,21700105
33000000,1132112,Colin Firth,Miloš Forman,137,Drama,-31867888
33000000,102441078,Milla Jovovich,Paul W.S. Anderson,100,Horror,69441078
33000000,140470746,Kathryn McCormick,Scott Speer,99,Music,107470746
33000000,104155843,Jennifer Lopez,Tarsem Singh,107,Horror,71155843
34000000,4217115,Giuseppe Andrews,Adam Rifkin,95,Comedy,-29782885
34000000,63013281,Scott Eastwood,"George Tillman, Jr.",128,Romance,29013281
34000000,95608995,Chris Evans,Kevin Munroe,90,Comedy,61608995
34000000,210300000,Roger Moore,Lewis Gilbert,126,Action,176300000
34000000,32255440,Daniel Day-Lewis,Martin Scorsese,139,Drama,-1744560
34000000,19693891,Freddie Prinze Jr.,Mike Tollin,108,Drama,-14306109
34000000,50282766,Woody Harrelson,Oliver Stone,119,Crime,16282766
34000000,48169908,Denzel Washington,Spike Lee,202,Drama,14169908
34000000,348319861,Dylan O'Brien,Wes Ball,113,Action,314319861
34200000,234801895,Adam Sandler,Dennis Dugan,93,Comedy,200601895
35000000,94728529,Jennifer Lopez,Adam Shankman,103,Comedy,59728529
35000000,77477008,Jennifer Lopez,Alan Poul,106,Comedy,42477008
35000000,74558115,Johnny Depp,Albert Hughes,122,Horror,39558115
35000000,82347656,Rupert Friend,Aleksander Bach,96,Action,47347656
35000000,72436439,Kiefer Sutherland,Alexandre Aja,110,Horror,37436439
35000000,156563139,Steven Seagal,Andrew Davis,103,Action,121563139
35000000,51680201,Reese Witherspoon,Anne Fletcher,87,Action,16680201
35000000,791830,Sophie Marceau,Bernard Rose,108,Drama,-34208170
35000000,4858139,Keanu Reeves,Bernardo Bertolucci,140,Drama,-30141861
35000000,16838910,Rebecca Romijn,Brian De Palma,114,Thriller,-18161090
35000000,11560806,Heath Ledger,Brian Helgeland,102,Drama,-23439194
35000000,31611225,Tim Allen,Bryan Spicer,115,Comedy,-3388775
35000000,25105255,John Cusack,Clint Eastwood,155,Crime,-9894745
35000000,84606030,Leonardo DiCaprio,Clint Eastwood,137,Drama,49606030
35000000,15185241,Justin Whalin,Courtney Solomon,107,Action,-19814759
35000000,25871834,Drake Bell,Craig Mazin,85,Action,-9128166
35000000,126216940,Kevin Spacey,Curtis Hanson,138,Crime,91216940
35000000,30526509,Al Pacino,D.J. Caruso,122,Comedy,-4473491
35000000,15304890,Hugh Jackman,Darren Aronofsky,96,Drama,-19695110
35000000,17508518,Arnold Schwarzenegger,David Ayer,110,Action,-17491482
35000000,326551094,Meryl Streep,David Frankel,109,Comedy,291551094
35000000,31083599,Joseph Gordon-Levitt,David Koepp,91,Crime,-3916401
35000000,24159934,Paul Rudd,David Wain,98,Comedy,-10840066
35000000,36779296,Ben Affleck,Don Roos,106,Drama,1779296
35000000,63710000,Bill Murray,Frank Oz,100,Comedy,28710000
35000000,19478106,Ewan McGregor,Gary Chapman,76,Animation,-15521894
35000000,95437994,Sam Rockwell,Gil Kenan,93,Horror,60437994
35000000,32483410,Diane Lane,Gregory Hoblit,101,Drama,-2516590
35000000,40263020,Brendan Fraser,Hugh Wilson,112,Comedy,5263020
35000000,45681173,Peter Weller,Irvin Kershner,117,Action,10681173
35000000,18317151,John C. Reilly,Jake Kasdan,96,Comedy,-16682849
35000000,27409889,Emily Blunt,Jean-Marc Vallée,105,Drama,-7590111
35000000,15000000,Juliette Binoche,Jean-Paul Rappeneau,135,War,-20000000
35000000,23562716,Sylvester Stallone,John Landis,109,Action,-11437284
35000000,112544580,Emma Thompson,John Lee Hancock,125,Comedy,77544580
35000000,85416905,Mark Wahlberg,John Moore,100,Action,50416905
35000000,82087155,Taylor Lautner,John Singleton,106,Thriller,47087155
35000000,116980662,Nicholas Hoult,Jonathan Levine,97,Horror,81980662
35000000,140795793,Amy Schumer,Judd Apatow,125,Comedy,105795793
35000000,88058786,Paul Rudd,Judd Apatow,134,Comedy,53058786
35000000,27330000,Idris Elba,Justin Chadwick,141,Drama,-7670000
35000000,21819348,Robert De Niro,Justin Zackham,90,Comedy,-13180652
35000000,69307224,Robin Williams,Ken Kwapis,91,Comedy,34307224
35000000,14431253,Vince Vaughn,Ken Scott,90,Comedy,-20568747
35000000,68915888,Bernie Mac,Kevin Rodney Sullivan,105,Comedy,33915888
35000000,36098382,Ben Affleck,Kevin Smith,102,Comedy,1098382
35000000,13678913,Colin Farrell,Les Mayfield,94,Action,-21321087
35000000,59901913,Kate Hudson,Luke Greenfield,112,Comedy,24901913
35000000,43650785,Martin Lawrence,Malcolm D. Lee,114,Comedy,8650785
35000000,182300000,Robert De Niro,Martin Scorsese,128,Crime,147300000
35000000,28128670,Mary Elizabeth Winstead,Matthijs van Heijningen Jr.,103,Horror,-6871330
35000000,35323292,Walter Matthau,Michael Ritchie,102,Comedy,323292
35000000,45479110,Stuart Townsend,Michael Rymer,101,Drama,10479110
35000000,27107960,Sam J. Jones,Mike Hodges,111,Science Fiction,-7892040
35000000,86369815,Michael Angarano,Mike Mitchell,100,Adventure,51369815
35000000,41954997,Johnny Depp,Mike Newell,127,Crime,6954997
35000000,194564672,Robert De Niro,Nancy Meyers,121,Comedy,159564672
35000000,117270765,Walter Matthau,Nick Castle,94,Family,82270765
35000000,22034832,Brittany Murphy,Nick Hurran,111,Comedy,-12965168
35000000,25224242,Charlize Theron,Niki Caro,126,Drama,-9775758
35000000,91327197,Bill Nighy,Patrick Tatopoulos,92,Fantasy,56327197
35000000,155545279,Miley Cyrus,Peter Chelsom,102,Comedy,120545279
35000000,12506188,Tim Allen,Peter Hewitt,83,Fantasy,-22493812
35000000,64350171,Jean-Claude Van Damme,Peter Hyams,106,Action,29350171
35000000,48623572,Will Smith,Peter Landesman,123,Drama,13623572
35000000,20298207,Renée Zellweger,Peyton Reed,101,Action,-14701793
35000000,60251371,Diane Lane,Randall Wallace,123,Drama,25251371
35000000,42930462,Dwayne Johnson,Ric Roman Waugh,112,Thriller,7930462
35000000,4651977,Elijah Wood,Richard Donner,114,Drama,-30348023
35000000,321731527,Mel Gibson,Richard Donner,118,Adventure,286731527
35000000,131282949,Jack Black,Richard Linklater,108,Comedy,96282949
35000000,9771658,Michelle Nicastro,Richard Rich,90,Fantasy,-25228342
35000000,42064105,Russell Crowe,Ridley Scott,118,Comedy,7064105
35000000,69823199,Jim Sturgess,Robert Luketic,123,Drama,34823199
35000000,13785015,Liam Hemsworth,Robert Luketic,106,Drama,-21214985
35000000,63215872,Robert Redford,Robert Redford,92,Action,28215872
35000000,147934180,Alexa PenaVega,Robert Rodriguez,88,Action,112934180
35000000,139000000,William Shatner,Robert Wise,132,Science Fiction,104000000
35000000,61181942,Joseph Gordon-Levitt,Robert Zemeckis,123,Adventure,26181942
35000000,113000000,Natasha Henstridge,Roger Donaldson,108,Science Fiction,78000000
35000000,39340177,Brendan Fraser,Roger Kumble,92,Comedy,4340177
35000000,120072577,Adrien Brody,Roman Polanski,150,Drama,85072577
35000000,57269863,Warwick Davis,Ron Howard,126,Adventure,22269863
35000000,137935567,Michael B. Jordan,Ryan Coogler,133,Drama,102935567
35000000,75225693,Leonardo DiCaprio,Sam Mendes,119,Drama,40225693
35000000,115664037,Jackie Earle Haley,Samuel Bayer,95,Horror,80664037
35000000,29400000,Jack Nicholson,Sean Penn,123,Crime,-5600000
35000000,173965010,Jason Bateman,Seth Gordon,111,Comedy,138965010
35000000,117000000,Jennifer Aniston,Seth Gordon,98,Comedy,82000000
35000000,29882645,Heath Ledger,Shekhar Kapur,132,War,-5117355
35000000,2106557,Nicolas Cage,Simon West,96,Action,-32893443
35000000,57120318,Kevin Peter Hall,Stephen Hopkins,108,Science Fiction,22120318
35000000,68349884,Gabriel Byrne,Steve Beck,91,Horror,33349884
35000000,99423521,Jean-Claude Van Damme,Steven E. de Souza,102,Action,64423521
35000000,31755742,Dan Aykroyd,Steven Spielberg,113,Action,-3244258
35000000,93246388,Emma Thompson,Susanna White,109,Fantasy,58246388
35000000,46216641,Jason Statham,Taylor Hackford,118,Action,11216641
35000000,73034460,Emma Roberts,Thor Freudenthal,100,Comedy,38034460
35000000,411348924,Jack Nicholson,Tim Burton,126,Fantasy,376348924
35000000,459270619,Bradley Cooper,Todd Phillips,100,Comedy,424270619
35000000,170000000,Ashton Kutcher,Tom Vaughan,99,Comedy,135000000
